Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->picoM),INa(x1.000)(microA->picoA),INaL(x1.000)(microA->picoA),ICaL(x1.000)(microA->picoA),Ito(x1.000)(microA->picoA),IKr(x1.000)(microA->picoA),IKs(x1.000)(microA->picoA),IK1(x1.000)(microA->picoA)
14.62,39.92,0.61,0.01,88,-699,-334,-1347,844,192,6,0
14.62,39.93,0.61,0.01,88,-697,-334,-1346,844,193,6,0
14.63,39.93,0.61,0.01,88,-694,-334,-1345,844,193,6,0
14.63,39.93,0.60,0.01,88,-692,-333,-1344,844,193,6,0
14.64,39.94,0.60,0.01,88,-690,-333,-1343,844,193,6,0
14.64,39.94,0.60,0.01,88,-687,-333,-1342,844,193,6,0
14.65,39.94,0.59,0.01,88,-685,-333,-1342,844,193,6,0
14.65,39.95,0.59,0.01,88,-683,-333,-1341,844,193,6,0
14.66,39.95,0.59,0.01,88,-680,-333,-1340,844,193,6,0
14.66,39.95,0.58,0.01,88,-678,-333,-1339,844,193,6,0
14.67,39.95,0.58,0.01,88,-676,-333,-1338,844,193,6,0
14.67,39.96,0.58,0.01,88,-674,-333,-1337,844,193,6,0
14.68,39.96,0.58,0.01,88,-671,-333,-1336,844,193,6,0
14.68,39.96,0.57,0.01,88,-669,-333,-1335,843,193,6,0
14.69,39.97,0.57,0.01,89,-667,-333,-1334,843,193,6,0
14.69,39.97,0.57,0.01,89,-665,-333,-1333,843,193,6,0
14.70,39.97,0.56,0.01,89,-663,-333,-1332,843,194,6,0
14.70,39.97,0.56,0.01,89,-660,-333,-1331,843,194,6,0
14.71,39.98,0.56,0.01,89,-658,-333,-1331,843,194,6,0
14.71,39.98,0.55,0.01,89,-656,-333,-1330,843,194,6,0
14.72,39.98,0.55,0.01,89,-654,-333,-1329,843,194,6,0
14.72,39.99,0.55,0.01,89,-652,-333,-1328,843,194,6,0
14.73,39.99,0.54,0.01,89,-649,-332,-1327,843,194,6,0
14.73,39.99,0.54,0.01,89,-647,-332,-1326,843,194,6,0
14.74,39.99,0.54,0.01,89,-645,-332,-1325,843,194,6,0
14.74,40.00,0.54,0.01,89,-643,-332,-1324,842,194,6,0
14.75,40.00,0.53,0.01,89,-641,-332,-1323,842,194,6,0
14.75,40.00,0.53,0.01,89,-639,-332,-1322,842,194,6,0
14.76,40.00,0.53,0.01,89,-637,-332,-1321,842,194,6,0
14.76,40.01,0.52,0.01,89,-634,-332,-1321,842,194,6,0
14.77,40.01,0.52,0.01,89,-632,-332,-1320,842,195,6,0
14.77,40.01,0.52,0.01,89,-630,-332,-1319,842,195,6,0
14.78,40.01,0.52,0.01,89,-628,-332,-1318,842,195,6,0
14.78,40.02,0.51,0.01,89,-626,-332,-1317,842,195,6,0
14.79,40.02,0.51,0.01,89,-624,-332,-1316,842,195,6,0
14.79,40.02,0.51,0.01,89,-622,-332,-1315,841,195,6,0
14.80,40.02,0.50,0.01,89,-620,-332,-1314,841,195,6,0
14.80,40.03,0.50,0.01,89,-618,-332,-1313,841,195,7,0
14.81,40.03,0.50,0.01,89,-616,-332,-1313,841,195,7,0
14.81,40.03,0.50,0.01,89,-614,-332,-1312,841,195,7,0
14.82,40.03,0.49,0.01,89,-612,-332,-1311,841,195,7,0
14.82,40.04,0.49,0.01,89,-610,-332,-1310,841,195,7,0
14.83,40.04,0.49,0.01,89,-608,-332,-1309,841,195,7,0
14.83,40.04,0.49,0.01,89,-606,-332,-1308,841,195,7,0
14.84,40.04,0.48,0.01,89,-604,-331,-1307,840,195,7,0
14.84,40.05,0.48,0.01,89,-602,-331,-1306,840,196,7,0
14.85,40.05,0.48,0.01,89,-600,-331,-1306,840,196,7,0
14.85,40.05,0.47,0.01,89,-598,-331,-1305,840,196,7,0
14.86,40.05,0.47,0.01,89,-596,-331,-1304,840,196,7,0
14.86,40.06,0.47,0.01,89,-594,-331,-1303,840,196,7,0
14.87,40.06,0.47,0.01,89,-592,-331,-1302,840,196,7,0
14.87,40.06,0.46,0.01,89,-590,-331,-1301,840,196,7,0
14.88,40.06,0.46,0.01,89,-588,-331,-1300,839,196,7,0
14.88,40.07,0.46,0.01,89,-586,-331,-1299,839,196,7,0
14.89,40.07,0.46,0.01,89,-585,-331,-1299,839,196,7,0
14.89,40.07,0.45,0.01,89,-583,-331,-1298,839,196,7,0
14.90,40.07,0.45,0.01,89,-581,-331,-1297,839,196,7,0
14.90,40.07,0.45,0.01,89,-579,-331,-1296,839,196,7,0
14.91,40.08,0.45,0.01,89,-577,-331,-1295,839,196,7,0
14.91,40.08,0.44,0.01,89,-575,-331,-1294,838,197,7,0
14.92,40.08,0.44,0.01,89,-573,-331,-1293,838,197,7,0
14.92,40.08,0.44,0.01,89,-571,-331,-1293,838,197,7,0
14.93,40.09,0.44,0.01,89,-570,-331,-1292,838,197,7,0
14.93,40.09,0.43,0.01,89,-568,-331,-1291,838,197,7,0
14.94,40.09,0.43,0.01,89,-566,-331,-1290,838,197,7,0
14.94,40.09,0.43,0.01,89,-564,-331,-1289,838,197,7,0
14.95,40.09,0.43,0.01,90,-562,-331,-1288,837,197,7,0
14.95,40.10,0.42,0.01,90,-560,-330,-1288,837,197,7,0
14.96,40.10,0.42,0.01,90,-559,-330,-1287,837,197,7,0
14.96,40.10,0.42,0.01,90,-557,-330,-1286,837,197,7,0
14.97,40.10,0.42,0.01,90,-555,-330,-1285,837,197,7,0
14.97,40.10,0.41,0.01,90,-553,-330,-1284,837,197,7,0
14.98,40.11,0.41,0.01,90,-552,-330,-1283,836,197,7,0
14.98,40.11,0.41,0.01,90,-550,-330,-1282,836,197,7,0
14.99,40.11,0.41,0.01,90,-548,-330,-1282,836,198,7,0
14.99,40.11,0.40,0.01,90,-546,-330,-1281,836,198,7,0
15.00,40.11,0.40,0.01,90,-545,-330,-1280,836,198,7,0
15.00,40.12,0.40,0.01,90,-543,-330,-1279,836,198,7,0
15.01,40.12,0.40,0.01,90,-541,-330,-1278,835,198,7,0
15.01,40.12,0.39,0.01,90,-539,-330,-1277,835,198,7,0
15.02,40.12,0.39,0.01,90,-538,-330,-1277,835,198,7,0
15.02,40.12,0.39,0.01,90,-536,-330,-1276,835,198,7,0
15.03,40.13,0.39,0.01,90,-534,-330,-1275,835,198,7,0
15.03,40.13,0.38,0.01,90,-533,-330,-1274,835,198,7,0
15.04,40.13,0.38,0.01,90,-531,-330,-1273,834,198,7,0
15.04,40.13,0.38,0.01,90,-529,-330,-1273,834,198,7,0
15.05,40.13,0.38,0.01,90,-527,-330,-1272,834,198,7,0
15.05,40.14,0.38,0.01,90,-526,-330,-1271,834,198,7,0
15.06,40.14,0.37,0.01,90,-524,-330,-1270,834,199,7,0
15.06,40.14,0.37,0.01,90,-522,-330,-1269,834,199,7,0
15.07,40.14,0.37,0.01,90,-521,-330,-1268,833,199,7,0
15.07,40.14,0.37,0.01,90,-519,-330,-1268,833,199,7,0
15.08,40.15,0.36,0.01,90,-517,-329,-1267,833,199,7,0
15.08,40.15,0.36,0.01,90,-516,-329,-1266,833,199,7,0
15.09,40.15,0.36,0.01,90,-514,-329,-1265,833,199,7,0
15.09,40.15,0.36,0.01,90,-513,-329,-1264,832,199,7,0
15.10,40.15,0.36,0.01,90,-511,-329,-1264,832,199,7,0
15.10,40.15,0.35,0.01,90,-509,-329,-1263,832,199,7,0
15.11,40.16,0.35,0.01,90,-508,-329,-1262,832,199,7,0
15.11,40.16,0.35,0.01,90,-506,-329,-1261,832,199,7,0
15.12,40.16,0.35,0.01,90,-505,-329,-1260,831,199,7,0
15.12,40.16,0.34,0.01,90,-503,-329,-1259,831,199,7,0
15.13,40.16,0.34,0.01,90,-501,-329,-1259,831,200,7,0
15.13,40.16,0.34,0.01,90,-500,-329,-1258,831,200,7,0
15.14,40.17,0.34,0.01,90,-498,-329,-1257,831,200,7,0
15.14,40.17,0.34,0.01,90,-497,-329,-1256,830,200,7,0
15.15,40.17,0.33,0.01,90,-495,-329,-1255,830,200,7,0
15.15,40.17,0.33,0.01,90,-494,-329,-1255,830,200,7,0
15.16,40.17,0.33,0.01,90,-492,-329,-1254,830,200,7,0
15.16,40.17,0.33,0.01,90,-491,-329,-1253,830,200,7,0
15.17,40.18,0.33,0.01,90,-489,-329,-1252,829,200,7,0
15.17,40.18,0.32,0.01,90,-487,-329,-1251,829,200,7,0
15.18,40.18,0.32,0.01,91,-486,-329,-1251,829,200,7,0
15.18,40.18,0.32,0.01,91,-484,-329,-1250,829,200,7,0
15.19,40.18,0.32,0.01,91,-483,-329,-1249,829,200,7,0
15.19,40.18,0.31,0.01,91,-481,-329,-1248,828,200,7,0
15.20,40.19,0.31,0.01,91,-480,-329,-1248,828,201,7,0
15.20,40.19,0.31,0.01,91,-478,-329,-1247,828,201,7,0
15.21,40.19,0.31,0.01,91,-477,-329,-1246,828,201,7,0
15.21,40.19,0.31,0.01,91,-475,-329,-1245,827,201,7,0
15.22,40.19,0.30,0.01,91,-474,-329,-1244,827,201,7,0
15.22,40.19,0.30,0.01,91,-473,-328,-1244,827,201,7,0
15.23,40.19,0.30,0.01,91,-471,-328,-1243,827,201,7,0
15.23,40.20,0.30,0.01,91,-470,-328,-1242,827,201,7,0
15.24,40.20,0.30,0.01,91,-468,-328,-1241,826,201,7,0
15.24,40.20,0.29,0.01,91,-467,-328,-1240,826,201,7,0
15.25,40.20,0.29,0.01,91,-465,-328,-1240,826,201,7,0
15.25,40.20,0.29,0.01,91,-464,-328,-1239,826,201,7,0
15.26,40.20,0.29,0.01,91,-462,-328,-1238,825,201,7,0
15.26,40.20,0.29,0.01,91,-461,-328,-1237,825,201,7,0
15.27,40.21,0.28,0.01,91,-460,-328,-1237,825,202,8,0
15.27,40.21,0.28,0.01,91,-458,-328,-1236,825,202,8,0
15.28,40.21,0.28,0.01,91,-457,-328,-1235,825,202,8,0
15.28,40.21,0.28,0.01,91,-455,-328,-1234,824,202,8,0
15.29,40.21,0.28,0.01,91,-454,-328,-1234,824,202,8,0
15.29,40.21,0.28,0.01,91,-453,-328,-1233,824,202,8,0
15.30,40.21,0.27,0.01,91,-451,-328,-1232,824,202,8,0
15.30,40.22,0.27,0.01,91,-450,-328,-1231,823,202,8,0
15.31,40.22,0.27,0.01,91,-448,-328,-1230,823,202,8,0
15.31,40.22,0.27,0.01,91,-447,-328,-1230,823,202,8,0
15.32,40.22,0.27,0.01,91,-446,-328,-1229,823,202,8,0
15.32,40.22,0.26,0.01,91,-444,-328,-1228,822,202,8,0
15.33,40.22,0.26,0.01,91,-443,-328,-1227,822,202,8,0
15.33,40.22,0.26,0.01,91,-442,-328,-1227,822,202,8,0
15.34,40.23,0.26,0.01,91,-440,-328,-1226,822,203,8,0
15.34,40.23,0.26,0.01,91,-439,-328,-1225,821,203,8,0
15.35,40.23,0.26,0.01,91,-437,-328,-1224,821,203,8,0
15.35,40.23,0.25,0.01,91,-436,-328,-1224,821,203,8,0
15.36,40.23,0.25,0.01,91,-435,-328,-1223,821,203,8,0
15.36,40.23,0.25,0.01,91,-433,-328,-1222,820,203,8,0
15.37,40.23,0.25,0.01,91,-432,-328,-1221,820,203,8,0
15.37,40.23,0.25,0.01,91,-431,-328,-1221,820,203,8,0
15.38,40.24,0.24,0.01,91,-430,-328,-1220,820,203,8,0
15.38,40.24,0.24,0.01,91,-428,-327,-1219,819,203,8,0
15.39,40.24,0.24,0.01,92,-427,-327,-1218,819,203,8,0
15.39,40.24,0.24,0.01,92,-426,-327,-1218,819,203,8,0
15.40,40.24,0.24,0.01,92,-424,-327,-1217,819,203,8,0
15.40,40.24,0.24,0.01,92,-423,-327,-1216,818,203,8,0
15.41,40.24,0.23,0.01,92,-422,-327,-1215,818,204,8,0
15.41,40.24,0.23,0.01,92,-421,-327,-1215,818,204,8,0
15.42,40.24,0.23,0.01,92,-419,-327,-1214,818,204,8,0
15.42,40.25,0.23,0.01,92,-418,-327,-1213,817,204,8,0
15.43,40.25,0.23,0.01,92,-417,-327,-1212,817,204,8,0
15.43,40.25,0.23,0.01,92,-415,-327,-1212,817,204,8,0
15.44,40.25,0.22,0.01,92,-414,-327,-1211,817,204,8,0
15.44,40.25,0.22,0.01,92,-413,-327,-1210,816,204,8,0
15.45,40.25,0.22,0.01,92,-412,-327,-1210,816,204,8,0
15.45,40.25,0.22,0.01,92,-410,-327,-1209,816,204,8,0
15.46,40.25,0.22,0.01,92,-409,-327,-1208,816,204,8,0
15.46,40.25,0.22,0.01,92,-408,-327,-1207,815,204,8,0
15.47,40.26,0.21,0.01,92,-407,-327,-1207,815,204,8,0
15.47,40.26,0.21,0.01,92,-406,-327,-1206,815,204,8,0
15.48,40.26,0.21,0.01,92,-404,-327,-1205,815,205,8,0
15.48,40.26,0.21,0.01,92,-403,-327,-1204,814,205,8,0
15.49,40.26,0.21,0.01,92,-402,-327,-1204,814,205,8,0
15.49,40.26,0.21,0.01,92,-401,-327,-1203,814,205,8,0
15.50,40.26,0.20,0.01,92,-399,-327,-1202,813,205,8,0
15.50,40.26,0.20,0.01,92,-398,-327,-1202,813,205,8,0
15.51,40.26,0.20,0.01,92,-397,-327,-1201,813,205,8,0
15.51,40.27,0.20,0.01,92,-396,-327,-1200,813,205,8,0
15.52,40.27,0.20,0.01,92,-395,-327,-1199,812,205,8,0
15.52,40.27,0.20,0.01,92,-394,-327,-1199,812,205,8,0
15.53,40.27,0.19,0.01,92,-392,-327,-1198,812,205,8,0
15.53,40.27,0.19,0.01,92,-391,-327,-1197,812,205,8,0
15.54,40.27,0.19,0.01,92,-390,-327,-1197,811,205,8,0
15.54,40.27,0.19,0.01,92,-389,-327,-1196,811,205,8,0
15.55,40.27,0.19,0.01,92,-388,-327,-1195,811,206,8,0
15.55,40.27,0.19,0.01,92,-387,-327,-1194,810,206,8,0
15.56,40.27,0.18,0.01,92,-385,-327,-1194,810,206,8,0
15.56,40.27,0.18,0.01,92,-384,-326,-1193,810,206,8,0
15.57,40.28,0.18,0.01,92,-383,-326,-1192,810,206,8,0
15.57,40.28,0.18,0.01,92,-382,-326,-1192,809,206,8,0
15.58,40.28,0.18,0.01,93,-381,-326,-1191,809,206,8,0
15.58,40.28,0.18,0.01,93,-380,-326,-1190,809,206,8,0
15.59,40.28,0.18,0.01,93,-379,-326,-1189,808,206,8,0
15.59,40.28,0.17,0.01,93,-377,-326,-1189,808,206,8,0
15.60,40.28,0.17,0.01,93,-376,-326,-1188,808,206,8,0
15.60,40.28,0.17,0.01,93,-375,-326,-1187,808,206,8,0
15.61,40.28,0.17,0.01,93,-374,-326,-1187,807,206,8,0
15.61,40.28,0.17,0.01,93,-373,-326,-1186,807,206,8,0
15.62,40.28,0.17,0.01,93,-372,-326,-1185,807,207,8,0
15.62,40.28,0.17,0.01,93,-371,-326,-1185,806,207,8,0
15.63,40.29,0.16,0.01,93,-370,-326,-1184,806,207,8,0
15.63,40.29,0.16,0.01,93,-369,-326,-1183,806,207,8,0
15.64,40.29,0.16,0.01,93,-368,-326,-1182,806,207,8,0
15.64,40.29,0.16,0.01,93,-366,-326,-1182,805,207,8,0
15.65,40.29,0.16,0.01,93,-365,-326,-1181,805,207,8,0
15.65,40.29,0.16,0.01,93,-364,-326,-1180,805,207,8,0
15.66,40.29,0.16,0.01,93,-363,-326,-1180,804,207,8,0
15.66,40.29,0.15,0.01,93,-362,-326,-1179,804,207,8,0
15.67,40.29,0.15,0.01,93,-361,-326,-1178,804,207,8,0
15.67,40.29,0.15,0.01,93,-360,-326,-1178,804,207,8,0
15.68,40.29,0.15,0.01,93,-359,-326,-1177,803,207,8,0
15.68,40.29,0.15,0.01,93,-358,-326,-1176,803,207,8,0
15.69,40.30,0.15,0.01,93,-357,-326,-1176,803,208,8,0
15.69,40.30,0.15,0.01,93,-356,-326,-1175,802,208,8,0
15.70,40.30,0.14,0.01,93,-355,-326,-1174,802,208,8,0
15.70,40.30,0.14,0.01,93,-354,-326,-1174,802,208,8,0
15.71,40.30,0.14,0.01,93,-353,-326,-1173,801,208,8,0
15.71,40.30,0.14,0.01,93,-352,-326,-1172,801,208,8,0
15.72,40.30,0.14,0.01,93,-351,-326,-1172,801,208,8,0
15.72,40.30,0.14,0.01,93,-350,-326,-1171,801,208,9,0
15.73,40.30,0.14,0.01,93,-349,-326,-1170,800,208,9,0
15.73,40.30,0.13,0.01,93,-348,-326,-1169,800,208,9,0
15.74,40.30,0.13,0.01,93,-347,-326,-1169,800,208,9,0
15.74,40.30,0.13,0.01,93,-346,-326,-1168,799,208,9,0
15.75,40.30,0.13,0.01,93,-345,-326,-1167,799,208,9,0
15.75,40.30,0.13,0.01,93,-344,-326,-1167,799,208,9,0
15.76,40.30,0.13,0.01,94,-343,-326,-1166,798,209,9,0
15.76,40.31,0.13,0.01,94,-342,-326,-1165,798,209,9,0
15.77,40.31,0.13,0.01,94,-341,-326,-1165,798,209,9,0
15.77,40.31,0.12,0.01,94,-340,-325,-1164,797,209,9,0
15.78,40.31,0.12,0.01,94,-339,-325,-1163,797,209,9,0
15.78,40.31,0.12,0.01,94,-338,-325,-1163,797,209,9,0
15.79,40.31,0.12,0.01,94,-337,-325,-1162,797,209,9,0
15.79,40.31,0.12,0.01,94,-336,-325,-1161,796,209,9,0
15.80,40.31,0.12,0.01,94,-335,-325,-1161,796,209,9,0
15.80,40.31,0.12,0.01,94,-334,-325,-1160,796,209,9,0
15.81,40.31,0.12,0.01,94,-333,-325,-1159,795,209,9,0
15.81,40.31,0.11,0.01,94,-332,-325,-1159,795,209,9,0
15.82,40.31,0.11,0.01,94,-331,-325,-1158,795,209,9,0
15.82,40.31,0.11,0.01,94,-330,-325,-1158,794,209,9,0
15.83,40.31,0.11,0.01,94,-329,-325,-1157,794,210,9,0
15.83,40.31,0.11,0.01,94,-328,-325,-1156,794,210,9,0
15.84,40.31,0.11,0.01,94,-327,-325,-1156,793,210,9,0
15.84,40.31,0.11,0.01,94,-326,-325,-1155,793,210,9,0
15.85,40.32,0.11,0.01,94,-325,-325,-1154,793,210,9,0
15.85,40.32,0.10,0.01,94,-324,-325,-1154,792,210,9,0
15.86,40.32,0.10,0.01,94,-323,-325,-1153,792,210,9,0
15.86,40.32,0.10,0.01,94,-322,-325,-1152,792,210,9,0
15.87,40.32,0.10,0.01,94,-321,-325,-1152,791,210,9,0
15.87,40.32,0.10,0.01,94,-321,-325,-1151,791,210,9,0
15.88,40.32,0.10,0.01,94,-320,-325,-1150,791,210,9,0
15.88,40.32,0.10,0.01,94,-319,-325,-1150,791,210,9,0
15.89,40.32,0.10,0.01,94,-318,-325,-1149,790,210,9,0
15.89,40.32,0.09,0.01,94,-317,-325,-1148,790,210,9,0
15.90,40.32,0.09,0.01,94,-316,-325,-1148,790,211,9,0
15.90,40.32,0.09,0.01,94,-315,-325,-1147,789,211,9,0
15.91,40.32,0.09,0.01,94,-314,-325,-1146,789,211,9,0
15.91,40.32,0.09,0.01,94,-313,-325,-1146,789,211,9,0
15.92,40.32,0.09,0.01,94,-312,-325,-1145,788,211,9,0
15.92,40.32,0.09,0.01,94,-311,-325,-1145,788,211,9,0
15.93,40.32,0.09,0.01,95,-311,-325,-1144,788,211,9,0
15.93,40.32,0.08,0.01,95,-310,-325,-1143,787,211,9,0
15.94,40.32,0.08,0.01,95,-309,-325,-1143,787,211,9,0
15.94,40.32,0.08,0.01,95,-308,-325,-1142,787,211,9,0
15.95,40.32,0.08,0.01,95,-307,-325,-1141,786,211,9,0
15.95,40.32,0.08,0.01,95,-306,-325,-1141,786,211,9,0
15.96,40.33,0.08,0.01,95,-305,-325,-1140,786,211,9,0
15.96,40.33,0.08,0.01,95,-304,-325,-1139,785,211,9,0
15.97,40.33,0.08,0.01,95,-304,-325,-1139,785,212,9,0
15.97,40.33,0.08,0.01,95,-303,-325,-1138,785,212,9,0
15.98,40.33,0.07,0.01,95,-302,-325,-1138,784,212,9,0
15.98,40.33,0.07,0.01,95,-301,-325,-1137,784,212,9,0
15.99,40.33,0.07,0.01,95,-300,-325,-1136,784,212,9,0
15.99,40.33,0.07,0.01,95,-299,-325,-1136,783,212,9,0
16.00,40.33,0.07,0.01,95,-298,-325,-1135,783,212,9,0
16.00,40.33,0.07,0.01,95,-298,-325,-1134,783,212,9,0
16.01,40.33,0.07,0.01,95,-297,-325,-1134,782,212,9,0
16.01,40.33,0.07,0.01,95,-296,-325,-1133,782,212,9,0
16.02,40.33,0.07,0.01,95,-295,-325,-1133,782,212,9,0
16.02,40.33,0.06,0.01,95,-294,-325,-1132,781,212,9,0
16.03,40.33,0.06,0.01,95,-293,-324,-1131,781,212,9,0
16.03,40.33,0.06,0.01,95,-293,-324,-1131,781,212,9,0
16.04,40.33,0.06,0.01,95,-292,-324,-1130,780,213,9,0
16.04,40.33,0.06,0.01,95,-291,-324,-1130,780,213,9,0
16.05,40.33,0.06,0.01,95,-290,-324,-1129,780,213,9,0
16.05,40.33,0.06,0.01,95,-289,-324,-1128,779,213,9,0
16.06,40.33,0.06,0.01,95,-288,-324,-1128,779,213,9,0
16.06,40.33,0.06,0.01,95,-288,-324,-1127,779,213,9,0
16.07,40.33,0.06,0.01,95,-287,-324,-1126,778,213,9,0
16.07,40.33,0.05,0.01,95,-286,-324,-1126,778,213,9,0
16.08,40.33,0.05,0.01,95,-285,-324,-1125,778,213,9,0
16.08,40.33,0.05,0.01,95,-284,-324,-1125,777,213,9,0
16.09,40.33,0.05,0.01,96,-284,-324,-1124,777,213,9,0
16.09,40.33,0.05,0.01,96,-283,-324,-1123,777,213,9,0
16.10,40.33,0.05,0.01,96,-282,-324,-1123,776,213,9,0
16.10,40.33,0.05,0.01,96,-281,-324,-1122,776,213,9,0
16.11,40.33,0.05,0.01,96,-280,-324,-1122,776,214,9,0
16.11,40.33,0.05,0.01,96,-280,-324,-1121,775,214,9,0
16.12,40.33,0.05,0.01,96,-279,-324,-1120,775,214,9,0
16.12,40.34,0.04,0.01,96,-278,-324,-1120,775,214,9,0
16.13,40.34,0.04,0.01,96,-277,-324,-1119,774,214,9,0
16.13,40.34,0.04,0.01,96,-277,-324,-1119,774,214,9,0
16.14,40.34,0.04,0.01,96,-276,-324,-1118,774,214,9,0
16.14,40.34,0.04,0.01,96,-275,-324,-1117,773,214,9,0
16.15,40.34,0.04,0.01,96,-274,-324,-1117,773,214,9,0
16.15,40.34,0.04,0.01,96,-273,-324,-1116,772,214,9,0
16.16,40.34,0.04,0.01,96,-273,-324,-1116,772,214,9,0
16.16,40.34,0.04,0.01,96,-272,-324,-1115,772,214,9,0
16.17,40.34,0.04,0.01,96,-271,-324,-1114,771,214,9,0
16.17,40.34,0.03,0.01,96,-270,-324,-1114,771,214,9,0
16.18,40.34,0.03,0.01,96,-270,-324,-1113,771,215,10,0
16.18,40.34,0.03,0.01,96,-269,-324,-1113,770,215,10,0
16.19,40.34,0.03,0.01,96,-268,-324,-1112,770,215,10,0
16.19,40.34,0.03,0.01,96,-267,-324,-1111,770,215,10,0
16.20,40.34,0.03,0.01,96,-267,-324,-1111,769,215,10,0
16.20,40.34,0.03,0.01,96,-266,-324,-1110,769,215,10,0
16.21,40.34,0.03,0.01,96,-265,-324,-1110,769,215,10,0
16.21,40.34,0.03,0.01,96,-264,-324,-1109,768,215,10,0
16.22,40.34,0.03,0.01,96,-264,-324,-1109,768,215,10,0
16.22,40.34,0.02,0.01,96,-263,-324,-1108,768,215,10,0
16.23,40.34,0.02,0.01,96,-262,-324,-1107,767,215,10,0
16.23,40.34,0.02,0.01,96,-262,-324,-1107,767,215,10,0
16.24,40.34,0.02,0.01,96,-261,-324,-1106,767,215,10,0
16.24,40.34,0.02,0.01,97,-260,-324,-1106,766,215,10,0
16.25,40.34,0.02,0.01,97,-259,-324,-1105,766,216,10,0
16.25,40.34,0.02,0.01,97,-259,-324,-1104,765,216,10,0
16.26,40.34,0.02,0.01,97,-258,-324,-1104,765,216,10,0
16.26,40.34,0.02,0.01,97,-257,-324,-1103,765,216,10,0
16.27,40.34,0.02,0.01,97,-257,-324,-1103,764,216,10,0
16.27,40.34,0.02,0.01,97,-256,-324,-1102,764,216,10,0
16.28,40.34,0.01,0.01,97,-255,-324,-1102,764,216,10,0
16.28,40.34,0.01,0.01,97,-254,-324,-1101,763,216,10,0
16.29,40.34,0.01,0.01,97,-254,-324,-1100,763,216,10,0
16.29,40.34,0.01,0.01,97,-253,-324,-1100,763,216,10,0
16.30,40.34,0.01,0.01,97,-252,-324,-1099,762,216,10,0
16.30,40.34,0.01,0.01,97,-252,-324,-1099,762,216,10,0
16.31,40.34,0.01,0.01,97,-251,-324,-1098,762,216,10,0
16.31,40.34,0.01,0.01,97,-250,-324,-1098,761,216,10,0
16.32,40.34,0.01,0.01,97,-250,-324,-1097,761,216,10,0
16.32,40.34,0.01,0.01,97,-249,-324,-1096,761,217,10,0
16.33,40.34,0.01,0.01,97,-248,-324,-1096,760,217,10,0
16.33,40.34,0.01,0.01,97,-248,-324,-1095,760,217,10,0
16.34,40.34,0.00,0.01,97,-247,-324,-1095,759,217,10,0
16.34,40.34,0.00,0.01,97,-246,-323,-1094,759,217,10,0
16.35,40.34,0.00,0.01,97,-245,-323,-1094,759,217,10,0
16.35,40.34,0.00,0.01,97,-245,-323,-1093,758,217,10,0
16.36,40.34,0.00,0.01,97,-244,-323,-1092,758,217,10,0
16.36,40.34,0.00,0.01,97,-243,-323,-1092,758,217,10,0
16.37,40.34,-0.00,0.01,97,-243,-323,-1091,757,217,10,0
16.37,40.34,-0.00,0.01,97,-242,-323,-1091,757,217,10,0
16.38,40.34,-0.00,0.01,97,-241,-323,-1090,757,217,10,0
16.38,40.34,-0.00,0.01,97,-241,-323,-1090,756,217,10,0
16.39,40.34,-0.00,0.01,98,-240,-323,-1089,756,217,10,0
16.39,40.34,-0.00,0.01,98,-240,-323,-1089,756,218,10,0
16.40,40.34,-0.01,0.01,98,-239,-323,-1088,755,218,10,0
16.40,40.34,-0.01,0.01,98,-238,-323,-1087,755,218,10,0
16.41,40.34,-0.01,0.01,98,-238,-323,-1087,754,218,10,0
16.41,40.34,-0.01,0.01,98,-237,-323,-1086,754,218,10,0
16.42,40.34,-0.01,0.01,98,-236,-323,-1086,754,218,10,0
16.42,40.34,-0.01,0.01,98,-236,-323,-1085,753,218,10,0
16.43,40.34,-0.01,0.01,98,-235,-323,-1085,753,218,10,0
16.43,40.34,-0.01,0.01,98,-234,-323,-1084,753,218,10,0
16.44,40.34,-0.01,0.01,98,-234,-323,-1084,752,218,10,0
16.44,40.34,-0.01,0.01,98,-233,-323,-1083,752,218,10,0
16.45,40.34,-0.01,0.01,98,-232,-323,-1083,752,218,10,0
16.45,40.34,-0.01,0.01,98,-232,-323,-1082,751,218,10,0
16.46,40.34,-0.01,0.01,98,-231,-323,-1081,751,218,10,0
16.46,40.34,-0.02,0.01,98,-231,-323,-1081,750,219,10,0
16.47,40.34,-0.02,0.01,98,-230,-323,-1080,750,219,10,0
16.47,40.34,-0.02,0.01,98,-229,-323,-1080,750,219,10,0
16.48,40.34,-0.02,0.01,98,-229,-323,-1079,749,219,10,0
16.48,40.34,-0.02,0.01,98,-228,-323,-1079,749,219,10,0
16.49,40.34,-0.02,0.01,98,-227,-323,-1078,749,219,10,0
16.49,40.34,-0.02,0.01,98,-227,-323,-1078,748,219,10,0
16.50,40.34,-0.02,0.01,98,-226,-323,-1077,748,219,10,0
16.50,40.34,-0.02,0.01,98,-226,-323,-1077,748,219,10,0
16.51,40.34,-0.02,0.01,98,-225,-323,-1076,747,219,10,0
16.51,40.34,-0.02,0.01,98,-224,-323,-1076,747,219,10,0
16.52,40.34,-0.02,0.01,98,-224,-323,-1075,746,219,10,0
16.52,40.34,-0.02,0.01,98,-223,-323,-1074,746,219,10,0
16.53,40.34,-0.03,0.01,98,-223,-323,-1074,746,219,10,0
